beds.slots,world_id,hours,Beds in use,Patients waiting,Patients treated,Patients died
190,0,62.0,161.0,0.0,154.0,0.0
190,0,63.0,161.0,0.0,161.0,0.0
190,0,64.0,163.0,0.0,166.0,0.0
190,0,65.0,162.0,0.0,170.0,0.0
190,0,66.0,162.0,0.0,176.0,0.0
190,0,67.0,172.0,0.0,180.0,0.0
190,0,68.0,172.0,0.0,182.0,0.0
190,0,69.0,172.0,0.0,188.0,0.0
190,0,70.0,169.0,0.0,195.0,0.0
190,0,71.0,167.0,0.0,204.0,0.0
190,0,72.0,166.0,0.0,209.0,0.0
190,0,73.0,164.0,0.0,214.0,0.0
190,0,74.0,164.0,0.0,222.0,0.0
190,0,75.0,165.0,0.0,225.0,0.0
190,0,76.0,167.0,0.0,231.0,0.0
190,0,77.0,171.0,0.0,233.0,0.0
190,0,78.0,171.0,0.0,238.0,0.0
190,0,79.0,168.0,0.0,244.0,0.0
190,0,80.0,167.0,0.0,252.0,0.0
190,0,81.0,166.0,0.0,256.0,0.0
190,0,82.0,163.0,0.0,262.0,0.0
190,0,83.0,164.0,0.0,270.0,0.0
190,0,84.0,167.0,0.0,277.0,0.0
190,0,85.0,164.0,0.0,280.0,0.0
190,0,86.0,165.0,0.0,288.0,0.0
190,0,87.0,159.0,0.0,294.0,0.0
190,0,88.0,157.0,0.0,303.0,0.0
190,0,89.0,159.0,0.0,310.0,0.0
190,0,90.0,157.0,0.0,314.0,0.0
190,0,91.0,155.0,0.0,321.0,0.0
190,0,92.0,155.0,0.0,326.0,0.0
190,0,93.0,154.0,0.0,330.0,0.0
190,0,94.0,154.0,0.0,337.0,0.0
190,0,95.0,152.0,0.0,341.0,0.0
190,0,96.0,147.0,0.0,347.0,0.0
190,0,97.0,149.0,0.0,356.0,0.0
190,0,98.0,154.0,0.0,360.0,0.0
190,0,99.0,152.0,0.0,363.0,0.0
190,0,100.0,149.0,0.0,369.0,0.0
190,0,101.0,148.0,0.0,377.0,0.0
190,0,102.0,153.0,0.0,382.0,0.0
190,0,103.0,152.0,0.0,385.0,0.0
190,0,104.0,147.0,0.0,392.0,0.0
190,0,105.0,146.0,0.0,399.0,0.0
190,0,106.0,144.0,0.0,405.0,0.0
190,0,107.0,146.0,0.0,412.0,0.0
190,0,108.0,144.0,0.0,416.0,0.0
190,0,109.0,147.0,0.0,422.0,0.0
190,0,110.0,146.0,0.0,426.0,0.0
190,0,111.0,147.0,0.0,433.0,0.0
190,0,112.0,150.0,0.0,437.0,0.0
190,0,113.0,150.0,0.0,441.0,0.0
190,0,114.0,154.0,0.0,445.0,0.0
190,0,115.0,157.0,0.0,449.0,0.0
190,0,116.0,159.0,0.0,451.0,0.0
190,0,117.0,158.0,0.0,455.0,0.0
190,0,118.0,158.0,0.0,461.0,0.0
190,0,119.0,160.0,0.0,468.0,0.0
190,0,120.0,161.0,0.0,471.0,0.0
190,0,121.0,162.0,0.0,475.0,0.0
190,0,122.0,166.0,0.0,481.0,0.0
190,0,123.0,164.0,0.0,486.0,0.0
190,0,124.0,162.0,0.0,493.0,0.0
190,0,125.0,168.0,0.0,498.0,0.0
190,0,126.0,163.0,0.0,503.0,0.0
190,0,127.0,170.0,0.0,513.0,0.0
190,0,128.0,172.0,0.0,515.0,0.0
190,0,129.0,173.0,0.0,522.0,0.0
190,0,130.0,172.0,0.0,525.0,0.0
190,0,131.0,175.0,0.0,532.0,0.0
190,0,132.0,183.0,0.0,537.0,0.0
190,0,133.0,183.0,0.0,539.0,0.0
190,0,134.0,185.0,2.0,546.0,0.0
190,0,135.0,186.0,4.0,551.0,0.0
190,0,136.0,187.0,10.0,555.0,0.0
190,0,137.0,182.0,13.0,558.0,0.0
190,0,138.0,181.0,10.0,566.0,0.0
190,0,139.0,186.0,7.0,575.0,7.0
190,0,140.0,182.0,8.0,579.0,10.0
190,0,141.0,188.0,6.0,587.0,10.0
190,0,142.0,184.0,11.0,589.0,10.0
190,0,143.0,185.0,14.0,595.0,10.0
190,0,144.0,183.0,12.0,600.0,11.0
190,0,145.0,181.0,10.0,607.0,14.0
190,0,146.0,185.0,10.0,616.0,20.0
190,0,147.0,186.0,10.0,621.0,20.0
190,0,148.0,184.0,12.0,625.0,20.0
190,0,149.0,185.0,15.0,631.0,23.0
190,0,150.0,184.0,13.0,636.0,26.0
190,0,151.0,181.0,10.0,642.0,31.0
190,0,152.0,185.0,6.0,651.0,36.0
190,0,153.0,184.0,6.0,656.0,38.0
190,0,154.0,184.0,5.0,662.0,38.0
190,0,155.0,184.0,7.0,668.0,38.0
190,0,156.0,186.0,8.0,674.0,38.0
190,0,157.0,186.0,8.0,678.0,38.0
190,0,158.0,185.0,8.0,682.0,38.0
190,0,159.0,183.0,8.0,687.0,40.0
190,0,160.0,186.0,4.0,694.0,42.0
190,0,161.0,184.0,7.0,698.0,45.0
190,0,162.0,183.0,5.0,704.0,45.0
190,0,163.0,189.0,4.0,711.0,45.0
190,0,164.0,188.0,12.0,712.0,45.0
190,0,165.0,184.0,14.0,714.0,45.0
190,0,166.0,185.0,15.0,720.0,46.0
190,0,167.0,187.0,15.0,725.0,51.0
190,0,168.0,187.0,20.0,728.0,52.0
190,0,169.0,183.0,18.0,731.0,57.0
190,0,170.0,187.0,14.0,738.0,59.0
190,0,171.0,187.0,13.0,741.0,64.0
190,0,172.0,184.0,13.0,744.0,66.0
190,0,173.0,187.0,11.0,750.0,68.0
190,0,174.0,187.0,11.0,753.0,68.0
190,0,175.0,187.0,15.0,756.0,71.0
190,0,176.0,185.0,19.0,759.0,74.0
190,0,177.0,184.0,16.0,764.0,76.0
190,0,178.0,185.0,17.0,770.0,81.0
190,0,179.0,185.0,15.0,775.0,86.0
190,0,180.0,184.0,12.0,780.0,89.0
190,0,181.0,186.0,12.0,786.0,95.0
190,0,182.0,188.0,14.0,790.0,98.0
190,0,183.0,183.0,19.0,792.0,100.0
190,0,184.0,185.0,15.0,799.0,104.0
190,0,185.0,187.0,16.0,804.0,108.0
190,0,186.0,188.0,19.0,807.0,112.0
190,0,187.0,186.0,21.0,809.0,115.0
190,0,188.0,186.0,14.0,813.0,119.0
190,0,189.0,187.0,14.0,817.0,123.0
190,0,190.0,187.0,14.0,820.0,127.0
190,0,191.0,189.0,17.0,823.0,127.0
190,0,192.0,188.0,16.0,824.0,132.0
190,0,193.0,189.0,19.0,826.0,135.0
190,0,194.0,188.0,19.0,827.0,141.0
190,0,195.0,185.0,16.0,829.0,144.0
190,0,196.0,188.0,14.0,834.0,147.0
190,0,197.0,185.0,20.0,836.0,150.0
190,0,198.0,188.0,19.0,841.0,151.0
190,0,199.0,187.0,18.0,843.0,154.0
190,0,200.0,186.0,13.0,846.0,161.0
190,0,201.0,187.0,5.0,850.0,166.0
190,0,202.0,188.0,2.0,853.0,168.0
190,0,203.0,187.0,0.0,855.0,171.0
190,0,204.0,185.0,0.0,857.0,171.0
190,0,205.0,184.0,0.0,859.0,171.0
190,0,206.0,182.0,0.0,860.0,171.0
190,0,207.0,180.0,0.0,862.0,171.0
190,0,208.0,178.0,0.0,864.0,171.0
190,0,209.0,174.0,0.0,866.0,171.0
190,0,210.0,170.0,0.0,870.0,171.0
190,0,211.0,169.0,0.0,874.0,171.0
190,0,212.0,164.0,0.0,875.0,171.0
190,0,213.0,163.0,0.0,880.0,171.0
190,0,214.0,161.0,0.0,881.0,171.0
190,0,215.0,158.0,0.0,883.0,171.0
190,0,216.0,157.0,0.0,886.0,171.0
190,0,217.0,153.0,0.0,887.0,171.0
190,0,218.0,151.0,0.0,891.0,171.0
190,0,219.0,147.0,0.0,893.0,171.0
190,0,220.0,142.0,0.0,897.0,171.0
190,0,221.0,141.0,0.0,902.0,171.0
190,0,222.0,139.0,0.0,903.0,171.0
190,0,223.0,136.0,0.0,905.0,171.0
190,0,224.0,133.0,0.0,908.0,171.0
190,0,225.0,129.0,0.0,911.0,171.0
190,0,226.0,128.0,0.0,915.0,171.0
190,0,227.0,126.0,0.0,916.0,171.0
190,0,228.0,123.0,0.0,918.0,171.0
190,0,229.0,122.0,0.0,921.0,171.0
190,0,230.0,121.0,0.0,922.0,171.0
190,0,231.0,120.0,0.0,923.0,171.0
190,0,232.0,117.0,0.0,924.0,171.0
190,0,233.0,115.0,0.0,927.0,171.0
190,0,234.0,115.0,0.0,929.0,171.0
190,0,235.0,113.0,0.0,929.0,171.0
190,0,236.0,112.0,0.0,931.0,171.0
190,0,237.0,111.0,0.0,932.0,171.0
190,0,238.0,110.0,0.0,933.0,171.0
190,0,239.0,109.0,0.0,934.0,171.0
190,0,240.0,108.0,0.0,935.0,171.0
190,0,241.0,107.0,0.0,936.0,171.0
190,0,242.0,106.0,0.0,937.0,171.0
190,0,243.0,105.0,0.0,938.0,171.0
190,0,244.0,103.0,0.0,939.0,171.0
190,0,245.0,103.0,0.0,941.0,171.0
190,0,246.0,103.0,0.0,941.0,171.0
190,0,247.0,103.0,0.0,941.0,171.0
190,0,248.0,103.0,0.0,941.0,171.0
190,0,249.0,103.0,0.0,941.0,171.0
190,0,250.0,102.0,0.0,941.0,171.0
190,0,251.0,100.0,0.0,942.0,171.0
190,0,252.0,100.0,0.0,944.0,171.0
190,0,253.0,99.0,0.0,944.0,171.0
190,0,254.0,98.0,0.0,945.0,171.0
190,0,255.0,98.0,0.0,946.0,171.0
190,0,256.0,98.0,0.0,946.0,171.0
190,0,257.0,97.0,0.0,946.0,171.0
190,0,258.0,97.0,0.0,947.0,171.0
190,0,259.0,97.0,0.0,947.0,171.0
190,0,260.0,96.0,0.0,947.0,171.0
190,0,261.0,96.0,0.0,948.0,171.0
190,0,262.0,95.0,0.0,948.0,171.0
190,0,263.0,95.0,0.0,949.0,171.0
190,0,264.0,95.0,0.0,949.0,171.0
190,0,265.0,95.0,0.0,949.0,171.0
190,0,266.0,95.0,0.0,949.0,171.0
190,0,267.0,95.0,0.0,949.0,171.0
190,0,268.0,95.0,0.0,949.0,171.0
190,0,269.0,94.0,0.0,949.0,171.0
190,0,270.0,94.0,0.0,950.0,171.0
190,1,0.0,4.0,0.0,0.0,0.0
190,1,1.0,9.0,0.0,0.0,0.0
190,1,2.0,13.0,0.0,0.0,0.0
190,1,3.0,22.0,0.0,0.0,0.0
190,1,4.0,28.0,0.0,0.0,0.0
190,1,5.0,30.0,0.0,0.0,0.0
190,1,6.0,36.0,0.0,0.0,0.0
190,1,7.0,41.0,0.0,0.0,0.0
190,1,8.0,45.0,0.0,0.0,0.0
190,1,9.0,50.0,0.0,0.0,0.0
190,1,10.0,56.0,0.0,0.0,0.0
190,1,11.0,61.0,0.0,0.0,0.0
190,1,12.0,63.0,0.0,0.0,0.0
190,1,13.0,70.0,0.0,0.0,0.0
190,1,14.0,74.0,0.0,0.0,0.0
190,1,15.0,81.0,0.0,0.0,0.0
190,1,16.0,85.0,0.0,0.0,0.0
190,1,17.0,90.0,0.0,0.0,0.0
190,1,18.0,94.0,0.0,1.0,0.0
190,1,19.0,99.0,0.0,1.0,0.0
190,1,20.0,105.0,0.0,1.0,0.0
190,1,21.0,113.0,0.0,2.0,0.0
190,1,22.0,118.0,0.0,2.0,0.0
190,1,23.0,121.0,0.0,2.0,0.0
190,1,24.0,121.0,0.0,3.0,0.0
190,1,25.0,124.0,0.0,6.0,0.0
190,1,26.0,128.0,0.0,8.0,0.0
190,1,27.0,132.0,0.0,9.0,0.0
190,1,28.0,134.0,0.0,12.0,0.0
190,1,29.0,135.0,0.0,17.0,0.0
190,1,30.0,143.0,0.0,21.0,0.0
190,1,31.0,141.0,0.0,23.0,0.0
190,1,32.0,139.0,0.0,28.0,0.0
190,1,33.0,137.0,0.0,35.0,0.0
190,1,34.0,140.0,0.0,39.0,0.0
190,1,35.0,141.0,0.0,43.0,0.0
190,1,36.0,146.0,0.0,44.0,0.0
190,1,37.0,146.0,0.0,47.0,0.0
190,1,38.0,152.0,0.0,50.0,0.0
190,1,39.0,149.0,0.0,51.0,0.0
190,1,40.0,150.0,0.0,58.0,0.0
190,1,41.0,154.0,0.0,64.0,0.0
190,1,42.0,154.0,0.0,68.0,0.0
190,1,43.0,156.0,0.0,71.0,0.0
190,1,44.0,156.0,0.0,73.0,0.0
190,1,45.0,156.0,0.0,78.0,0.0
190,1,46.0,156.0,0.0,81.0,0.0
190,1,47.0,155.0,0.0,85.0,0.0
190,1,48.0,159.0,0.0,91.0,0.0
190,1,49.0,156.0,0.0,93.0,0.0
190,1,50.0,157.0,0.0,102.0,0.0
190,1,51.0,158.0,0.0,107.0,0.0
190,1,52.0,157.0,0.0,109.0,0.0
190,1,53.0,161.0,0.0,116.0,0.0
190,1,54.0,161.0,0.0,120.0,0.0
190,1,55.0,164.0,0.0,123.0,0.0
190,1,56.0,161.0,0.0,125.0,0.0
190,1,57.0,162.0,0.0,132.0,0.0
190,1,58.0,167.0,0.0,138.0,0.0
190,1,59.0,169.0,0.0,142.0,0.0
190,1,60.0,170.0,0.0,147.0,0.0
190,1,61.0,169.0,0.0,151.0,0.0
190,1,62.0,169.0,0.0,156.0,0.0
190,1,63.0,167.0,0.0,162.0,0.0
190,1,64.0,169.0,0.0,167.0,0.0
190,1,65.0,162.0,0.0,170.0,0.0
190,1,66.0,162.0,0.0,179.0,0.0
190,1,67.0,162.0,0.0,184.0,0.0
190,1,68.0,163.0,0.0,191.0,0.0
190,1,69.0,162.0,0.0,196.0,0.0
190,1,70.0,166.0,0.0,199.0,0.0
190,1,71.0,166.0,0.0,202.0,0.0
190,1,72.0,164.0,0.0,208.0,0.0
190,1,73.0,167.0,0.0,217.0,0.0
190,1,74.0,170.0,0.0,220.0,0.0
190,1,75.0,172.0,0.0,224.0,0.0
190,1,76.0,176.0,0.0,227.0,0.0
190,1,77.0,176.0,0.0,228.0,0.0
190,1,78.0,175.0,0.0,232.0,0.0
190,1,79.0,169.0,0.0,239.0,0.0
190,1,80.0,170.0,0.0,247.0,0.0
190,1,81.0,168.0,0.0,252.0,0.0
190,1,82.0,168.0,0.0,259.0,0.0
190,1,83.0,168.0,0.0,265.0,0.0
190,1,84.0,165.0,0.0,270.0,0.0
190,1,85.0,165.0,0.0,277.0,0.0
190,1,86.0,167.0,0.0,281.0,0.0
190,1,87.0,166.0,0.0,287.0,0.0
190,1,88.0,165.0,0.0,295.0,0.0
190,1,89.0,166.0,0.0,302.0,0.0
190,1,90.0,160.0,0.0,306.0,0.0
190,1,91.0,161.0,0.0,317.0,0.0
190,1,92.0,164.0,0.0,320.0,0.0
190,1,93.0,162.0,0.0,322.0,0.0
190,1,94.0,161.0,0.0,327.0,0.0
190,1,95.0,163.0,0.0,334.0,0.0
190,1,96.0,168.0,0.0,338.0,0.0
190,1,97.0,168.0,0.0,344.0,0.0
190,1,98.0,164.0,0.0,348.0,0.0
190,1,99.0,162.0,0.0,356.0,0.0
190,1,100.0,165.0,0.0,362.0,0.0
190,1,101.0,167.0,0.0,366.0,0.0
190,1,102.0,171.0,0.0,371.0,0.0
190,1,103.0,175.0,0.0,373.0,0.0
190,1,104.0,169.0,0.0,375.0,0.0
190,1,105.0,169.0,0.0,384.0,0.0
190,1,106.0,169.0,0.0,391.0,0.0
190,1,107.0,170.0,0.0,395.0,0.0
190,1,108.0,174.0,0.0,401.0,0.0
190,1,109.0,180.0,0.0,405.0,0.0
190,1,110.0,188.0,0.0,407.0,0.0
190,1,111.0,184.0,2.0,409.0,0.0
190,1,112.0,184.0,0.0,415.0,0.0
190,1,113.0,184.0,0.0,421.0,0.0
190,1,114.0,186.0,0.0,424.0,0.0
190,1,115.0,183.0,0.0,426.0,0.0
190,1,116.0,184.0,0.0,433.0,0.0
190,1,117.0,183.0,0.0,438.0,0.0
190,1,118.0,182.0,1.0,442.0,0.0
190,1,119.0,187.0,0.0,450.0,0.0
190,1,120.0,181.0,2.0,453.0,0.0
190,1,121.0,185.0,2.0,462.0,0.0
190,1,122.0,183.0,2.0,467.0,0.0
190,1,123.0,184.0,0.0,474.0,0.0
190,1,124.0,176.0,0.0,479.0,0.0
190,1,125.0,174.0,0.0,490.0,0.0
190,1,126.0,175.0,0.0,498.0,0.0
190,1,127.0,173.0,0.0,503.0,0.0
190,1,128.0,175.0,0.0,509.0,0.0
190,1,129.0,175.0,0.0,517.0,0.0
190,1,130.0,176.0,0.0,525.0,0.0
190,1,131.0,178.0,0.0,529.0,0.0
190,1,132.0,176.0,0.0,535.0,0.0
190,1,133.0,174.0,0.0,540.0,0.0
190,1,134.0,177.0,0.0,545.0,0.0
190,1,135.0,177.0,0.0,546.0,0.0
190,1,136.0,182.0,0.0,551.0,0.0
190,1,137.0,178.0,0.0,555.0,0.0
190,1,138.0,176.0,0.0,563.0,0.0
190,1,139.0,174.0,0.0,572.0,0.0
190,1,140.0,170.0,0.0,581.0,0.0
190,1,141.0,172.0,0.0,588.0,0.0
190,1,142.0,170.0,0.0,590.0,0.0
190,1,143.0,171.0,0.0,595.0,0.0
190,1,144.0,173.0,0.0,601.0,0.0
190,1,145.0,174.0,0.0,608.0,0.0
190,1,146.0,169.0,0.0,611.0,0.0
190,1,147.0,170.0,0.0,619.0,0.0
190,1,148.0,168.0,0.0,621.0,0.0
190,1,149.0,166.0,0.0,628.0,0.0
190,1,150.0,165.0,0.0,633.0,0.0
190,1,151.0,161.0,0.0,641.0,0.0
190,1,152.0,158.0,0.0,650.0,0.0
190,1,153.0,159.0,0.0,656.0,0.0
190,1,154.0,158.0,0.0,661.0,0.0
190,1,155.0,157.0,0.0,665.0,0.0
190,1,156.0,151.0,0.0,671.0,0.0
190,1,157.0,151.0,0.0,681.0,0.0
190,1,158.0,151.0,0.0,688.0,0.0
190,1,159.0,148.0,0.0,691.0,0.0
190,1,160.0,150.0,0.0,698.0,0.0
190,1,161.0,153.0,0.0,702.0,0.0
190,1,162.0,153.0,0.0,705.0,0.0
190,1,163.0,150.0,0.0,710.0,0.0
190,1,164.0,147.0,0.0,717.0,0.0
190,1,165.0,144.0,0.0,723.0,0.0
190,1,166.0,144.0,0.0,731.0,0.0
190,1,167.0,148.0,0.0,734.0,0.0
190,1,168.0,147.0,0.0,737.0,0.0
190,1,169.0,152.0,0.0,743.0,0.0
190,1,170.0,149.0,0.0,747.0,0.0
190,1,171.0,153.0,0.0,754.0,0.0
190,1,172.0,151.0,0.0,758.0,0.0
190,1,173.0,158.0,0.0,767.0,0.0
190,1,174.0,159.0,0.0,769.0,0.0
190,1,175.0,156.0,0.0,774.0,0.0
190,1,176.0,158.0,0.0,780.0,0.0
190,1,177.0,159.0,0.0,783.0,0.0
190,1,178.0,158.0,0.0,787.0,0.0
190,1,179.0,160.0,0.0,796.0,0.0
190,1,180.0,160.0,0.0,801.0,0.0
190,1,181.0,162.0,0.0,807.0,0.0
190,1,182.0,163.0,0.0,811.0,0.0
190,1,183.0,163.0,0.0,816.0,0.0
190,1,184.0,168.0,0.0,819.0,0.0
190,1,185.0,166.0,0.0,820.0,0.0
190,1,186.0,165.0,0.0,826.0,0.0
190,1,187.0,170.0,0.0,831.0,0.0
190,1,188.0,166.0,0.0,834.0,0.0
190,1,189.0,164.0,0.0,841.0,0.0
190,1,190.0,162.0,0.0,846.0,0.0
190,1,191.0,160.0,0.0,853.0,0.0
190,1,192.0,161.0,0.0,861.0,0.0
190,1,193.0,161.0,0.0,867.0,0.0
190,1,194.0,160.0,0.0,873.0,0.0
190,1,195.0,156.0,0.0,879.0,0.0
190,1,196.0,159.0,0.0,887.0,0.0
190,1,197.0,161.0,0.0,893.0,0.0
190,1,198.0,161.0,0.0,897.0,0.0
190,1,199.0,160.0,0.0,906.0,0.0
190,1,200.0,157.0,0.0,912.0,0.0
190,1,201.0,152.0,0.0,918.0,0.0
190,1,202.0,146.0,0.0,923.0,0.0
190,1,203.0,137.0,0.0,929.0,0.0
190,1,204.0,135.0,0.0,938.0,0.0
190,1,205.0,130.0,0.0,940.0,0.0
190,1,206.0,125.0,0.0,945.0,0.0
190,1,207.0,121.0,0.0,950.0,0.0
190,1,208.0,117.0,0.0,954.0,0.0
190,1,209.0,114.0,0.0,958.0,0.0
190,1,210.0,111.0,0.0,961.0,0.0
190,1,211.0,109.0,0.0,964.0,0.0
190,1,212.0,105.0,0.0,966.0,0.0
190,1,213.0,99.0,0.0,970.0,0.0
190,1,214.0,97.0,0.0,976.0,0.0
190,1,215.0,91.0,0.0,978.0,0.0
190,1,216.0,85.0,0.0,984.0,0.0
190,1,217.0,80.0,0.0,990.0,0.0
190,1,218.0,72.0,0.0,995.0,0.0
190,1,219.0,69.0,0.0,1003.0,0.0
190,1,220.0,66.0,0.0,1006.0,0.0
190,1,221.0,63.0,0.0,1009.0,0.0
190,1,222.0,54.0,0.0,1012.0,0.0
190,1,223.0,49.0,0.0,1021.0,0.0
190,1,224.0,47.0,0.0,1026.0,0.0
190,1,225.0,46.0,0.0,1028.0,0.0
190,1,226.0,39.0,0.0,1029.0,0.0
190,1,227.0,36.0,0.0,1036.0,0.0
190,1,228.0,32.0,0.0,1039.0,0.0
190,1,229.0,28.0,0.0,1043.0,0.0
190,1,230.0,25.0,0.0,1047.0,0.0
190,1,231.0,25.0,0.0,1050.0,0.0
190,1,232.0,23.0,0.0,1050.0,0.0
190,1,233.0,22.0,0.0,1052.0,0.0
190,1,234.0,20.0,0.0,1053.0,0.0
190,1,235.0,20.0,0.0,1055.0,0.0
190,1,236.0,20.0,0.0,1055.0,0.0
190,1,237.0,20.0,0.0,1055.0,0.0
190,1,238.0,19.0,0.0,1055.0,0.0
190,1,239.0,17.0,0.0,1056.0,0.0
190,1,240.0,17.0,0.0,1058.0,0.0
190,1,241.0,15.0,0.0,1058.0,0.0
190,1,242.0,15.0,0.0,1060.0,0.0
190,1,243.0,14.0,0.0,1060.0,0.0
190,1,244.0,14.0,0.0,1061.0,0.0
190,1,245.0,14.0,0.0,1061.0,0.0
190,1,246.0,14.0,0.0,1061.0,0.0
190,1,247.0,13.0,0.0,1061.0,0.0
190,1,248.0,13.0,0.0,1062.0,0.0
190,1,249.0,13.0,0.0,1062.0,0.0
190,1,250.0,13.0,0.0,1062.0,0.0
190,1,251.0,12.0,0.0,1062.0,0.0
190,1,252.0,12.0,0.0,1063.0,0.0
190,1,253.0,9.0,0.0,1063.0,0.0
190,1,254.0,8.0,0.0,1066.0,0.0
190,1,255.0,8.0,0.0,1067.0,0.0
190,1,256.0,8.0,0.0,1067.0,0.0
190,1,257.0,8.0,0.0,1067.0,0.0
190,1,258.0,8.0,0.0,1067.0,0.0
190,1,259.0,5.0,0.0,1067.0,0.0
190,1,260.0,4.0,0.0,1070.0,0.0
190,1,261.0,4.0,0.0,1071.0,0.0
190,1,262.0,4.0,0.0,1071.0,0.0
190,1,263.0,3.0,0.0,1071.0,0.0
190,1,264.0,2.0,0.0,1072.0,0.0
190,1,265.0,2.0,0.0,1073.0,0.0
190,1,266.0,2.0,0.0,1073.0,0.0
190,1,267.0,2.0,0.0,1073.0,0.0
190,1,268.0,2.0,0.0,1073.0,0.0
190,1,269.0,1.0,0.0,1073.0,0.0
190,1,270.0,0.0,0.0,1074.0,0.0
190,1,271.0,0.0,0.0,1075.0,0.0
190,2,0.0,10.0,0.0,0.0,0.0
190,2,1.0,14.0,0.0,0.0,0.0
190,2,2.0,21.0,0.0,0.0,0.0
190,2,3.0,29.0,0.0,0.0,0.0
190,2,4.0,37.0,0.0,0.0,0.0
190,2,5.0,44.0,0.0,0.0,0.0
190,2,6.0,48.0,0.0,0.0,0.0
190,2,7.0,55.0,0.0,0.0,0.0
190,2,8.0,57.0,0.0,0.0,0.0
190,2,9.0,60.0,0.0,0.0,0.0
190,2,10.0,66.0,0.0,0.0,0.0
190,2,11.0,71.0,0.0,0.0,0.0
190,2,12.0,76.0,0.0,0.0,0.0
190,2,13.0,82.0,0.0,0.0,0.0
190,2,14.0,88.0,0.0,0.0,0.0
190,2,15.0,96.0,0.0,0.0,0.0
190,2,16.0,103.0,0.0,0.0,0.0
190,2,17.0,105.0,0.0,1.0,0.0
190,2,18.0,111.0,0.0,2.0,0.0
190,2,19.0,116.0,0.0,3.0,0.0
190,2,20.0,123.0,0.0,4.0,0.0
190,2,21.0,125.0,0.0,5.0,0.0
190,2,22.0,126.0,0.0,6.0,0.0
190,2,23.0,129.0,0.0,8.0,0.0
190,2,24.0,133.0,0.0,10.0,0.0
190,2,25.0,139.0,0.0,12.0,0.0
190,2,26.0,136.0,0.0,13.0,0.0
190,2,27.0,142.0,0.0,22.0,0.0
190,2,28.0,150.0,0.0,23.0,0.0
190,2,29.0,147.0,0.0,25.0,0.0
190,2,30.0,147.0,0.0,33.0,0.0
190,2,31.0,148.0,0.0,37.0,0.0
190,2,32.0,150.0,0.0,39.0,0.0
190,2,33.0,154.0,0.0,42.0,0.0
190,2,34.0,157.0,0.0,45.0,0.0
